订单ID,客户ID,产品名称,销售数量,单价,销售日期,销售区域,总金额
ORD1001,CUST141,玻璃雕刻,35,946,2024-09-15,华南,33110
ORD1000,CUST155,玻璃雕刻,34,772,2024-11-08,西南,26248
ORD1051,CUST120,玻璃切割,13,406,2024-04-04,华北,5278
ORD1071,CUST136,玻璃抛光,21,903,2024-12-13,西南,18963
ORD1058,CUST138,玻璃雕刻,67,608,2024-08-25,华北,40736
ORD1087,CUST143,玻璃抛光,31,693,2024-04-14,西南,21483
ORD1097,CUST112,玻璃雕刻,29,118,2024-01-13,东北,3422
ORD1058,CUST149,玻璃抛光,75,391,2024-07-12,华南,29325
ORD1042,CUST121,玻璃雕刻,92,908,2024-10-24,西南,83536
ORD1067,CUST132,玻璃雕刻,9,363,2024-10-11,东北,3267
ORD1077,CUST132,玻璃抛光,21,625,2024-06-06,华北,13125
ORD1026,CUST121,玻璃切割,96,579,2024-10-15,西南,55584
ORD1018,CUST142,玻璃雕刻,36,535,2024-01-12,华东,19260
ORD1080,CUST100,玻璃打磨,12,433,2024-04-18,东北,5196
ORD1048,CUST130,玻璃打磨,83,660,2024-10-06,东北,54780
ORD1036,CUST128,玻璃打磨,62,935,2024-09-04,华北,57970
ORD1035,CUST161,玻璃抛光,37,284,2024-08-08,东北,10508
ORD1089,CUST190,玻璃抛光,5,816,2024-01-25,华北,4080
ORD1090,CUST169,玻璃打磨,67,504,2024-07-15,东北,33768
ORD1054,CUST166,玻璃抛光,77,483,2024-12-02,西南,37191
ORD1033,CUST182,玻璃雕刻,46,218,2024-02-16,华北,10028
ORD1094,CUST184,玻璃切割,30,672,2024-09-13,东北,20160
ORD1012,CUST199,玻璃打磨,22,491,2024-02-16,华南,10802
ORD1058,CUST112,玻璃雕刻,55,642,2024-07-20,东北,35310
ORD1021,CUST119,玻璃切割,2,583,2024-02-14,东北,1166
ORD1014,CUST187,玻璃雕刻,82,974,2024-07-24,华北,79868
ORD1033,CUST109,玻璃雕刻,35,268,2024-03-25,华北,9380
ORD1009,CUST150,玻璃雕刻,70,755,2024-01-23,华南,52850
ORD1038,CUST173,玻璃抛光,4,124,2024-05-03,华东,496
ORD1026,CUST106,玻璃切割,50,942,2024-05-31,华北,47100
ORD1084,CUST172,玻璃雕刻,6,616,2024-06-08,华南,3696
ORD1030,CUST130,玻璃抛光,98,641,2024-03-24,华北,62818
ORD1083,CUST176,玻璃抛光,42,575,2024-11-25,华北,24150
ORD1017,CUST167,玻璃雕刻,45,637,2024-04-18,华东,28665
ORD1064,CUST136,玻璃雕刻,15,660,2024-12-16,西南,9900
ORD1077,CUST167,玻璃抛光,56,794,2024-05-09,西南,44464
ORD1023,CUST128,玻璃抛光,32,635,2024-09-29,华东,20320
ORD1040,CUST129,玻璃打磨,98,104,2024-04-01,华北,10192
ORD1003,CUST100,玻璃打磨,72,316,2024-07-27,东北,22752
ORD1068,CUST114,玻璃雕刻,92,624,2024-07-14,华南,57408
ORD1062,CUST166,玻璃切割,47,466,2024-10-25,西南,21902
ORD1031,CUST125,玻璃雕刻,19,261,2024-06-11,华东,4959
ORD1030,CUST132,玻璃抛光,51,305,2024-09-27,西南,15555
ORD1002,CUST135,玻璃切割,40,360,2024-11-21,西南,14400
ORD1067,CUST182,玻璃切割,32,648,2024-11-30,华东,20736
ORD1046,CUST120,玻璃雕刻,47,658,2024-12-24,华南,30926
ORD1006,CUST167,玻璃打磨,21,120,2024-04-23,华南,2520
ORD1000,CUST154,玻璃打磨,80,165,2024-11-17,华北,13200
ORD1010,CUST120,玻璃雕刻,89,488,2024-04-26,东北,43432
ORD1040,CUST117,玻璃切割,47,750,2024-02-08,西南,35250
ORD1065,CUST104,玻璃雕刻,64,613,2024-12-24,西南,39232
ORD1053,CUST120,玻璃抛光,1,305,2024-04-05,西南,305
ORD1005,CUST176,玻璃雕刻,74,735,2024-07-27,华北,54390
ORD1075,CUST112,玻璃切割,69,918,2024-01-03,华南,63342
ORD1014,CUST161,玻璃雕刻,48,452,2024-03-11,西南,21696
ORD1015,CUST117,玻璃雕刻,72,877,2024-03-08,华北,63144
ORD1032,CUST118,玻璃切割,2,643,2024-09-11,东北,1286
ORD1015,CUST132,玻璃雕刻,25,582,2024-09-30,华东,14550
ORD1010,CUST191,玻璃雕刻,25,482,2024-06-08,华东,12050
ORD1032,CUST157,玻璃切割,87,178,2024-06-15,华南,15486
ORD1030,CUST188,玻璃雕刻,27,785,2024-03-03,东北,21195
ORD1041,CUST142,玻璃打磨,36,309,2024-07-04,华东,11124
ORD1066,CUST164,玻璃雕刻,95,461,2024-03-04,西南,43795
ORD1098,CUST116,玻璃抛光,91,647,2024-03-10,西南,58877
ORD1094,CUST103,玻璃雕刻,55,971,2024-12-21,东北,53405
ORD1060,CUST101,玻璃打磨,69,268,2024-12-14,华北,18492
ORD1044,CUST119,玻璃雕刻,4,477,2024-05-30,华东,1908
ORD1023,CUST179,玻璃打磨,78,197,2024-04-26,华北,15366
ORD1014,CUST188,玻璃切割,23,858,2024-09-26,西南,19734
ORD1035,CUST182,玻璃切割,89,323,2024-04-18,东北,28747
ORD1040,CUST182,玻璃雕刻,44,950,2024-06-01,华东,41800
ORD1012,CUST175,玻璃雕刻,46,503,2024-11-12,华南,23138
ORD1007,CUST146,玻璃雕刻,98,417,2024-11-28,华东,40866
ORD1091,CUST168,玻璃切割,9,979,2024-02-15,华北,8811
ORD1012,CUST101,玻璃打磨,25,399,2024-08-11,华北,9975
ORD1001,CUST188,玻璃切割,62,502,2024-02-03,东北,31124
ORD1070,CUST101,玻璃雕刻,84,589,2024-07-29,华北,49476
ORD1062,CUST129,玻璃雕刻,81,138,2024-01-27,华南,11178
ORD1014,CUST112,玻璃雕刻,62,859,2024-08-19,华南,53258
ORD1003,CUST174,玻璃雕刻,32,742,2024-03-05,华北,23744
ORD1023,CUST162,玻璃雕刻,81,686,2024-08-17,华南,55566
ORD1086,CUST131,玻璃雕刻,47,222,2024-03-24,华东,10434
ORD1078,CUST106,玻璃雕刻,7,244,2024-08-18,东北,1708
ORD1085,CUST169,玻璃抛光,34,799,2024-12-26,华东,27166
ORD1044,CUST176,玻璃切割,81,621,2024-11-13,华北,50301
ORD1049,CUST124,玻璃雕刻,3,545,2024-02-26,华北,1635
ORD1061,CUST148,玻璃打磨,95,691,2024-02-27,东北,65645
ORD1026,CUST185,玻璃抛光,96,496,2024-09-20,东北,47616
ORD1026,CUST159,玻璃切割,23,699,2024-10-31,华南,16077
ORD1088,CUST178,玻璃切割,56,660,2024-01-04,华北,36960
ORD1025,CUST103,玻璃打磨,10,915,2024-12-07,华南,9150
ORD1054,CUST118,玻璃打磨,52,947,2024-12-31,东北,49244
ORD1072,CUST135,玻璃打磨,52,243,2024-01-03,东北,12636
ORD1040,CUST173,玻璃雕刻,29,702,2024-12-21,华北,20358
ORD1055,CUST196,玻璃雕刻,38,533,2024-08-17,东北,20254
ORD1041,CUST104,玻璃切割,54,412,2024-09-03,东北,22248
ORD1026,CUST159,玻璃雕刻,72,734,2024-03-24,华东,52848
ORD1069,CUST153,玻璃切割,84,947,2024-08-09,华北,79548
ORD1005,CUST120,玻璃雕刻,72,731,2024-02-04,华东,52632
ORD1007,CUST189,玻璃切割,81,925,2024-04-20,西南,74925
ORD1069,CUST130,玻璃打磨,55,597,2024-08-26,东北,32835
ORD1062,CUST138,玻璃雕刻,37,335,2024-10-18,华东,12395
ORD1041,CUST166,玻璃切割,88,487,2024-07-10,东北,42856
ORD1049,CUST137,玻璃抛光,50,697,2024-10-07,东北,34850
ORD1097,CUST117,玻璃抛光,85,831,2024-12-18,华南,70635
ORD1034,CUST101,玻璃打磨,15,966,2024-09-08,东北,14490
ORD1062,CUST179,玻璃切割,87,553,2024-11-11,西南,48111
ORD1078,CUST165,玻璃打磨,98,729,2024-09-20,华南,71442
ORD1028,CUST143,玻璃抛光,92,131,2024-01-17,华北,12052
ORD1044,CUST132,玻璃切割,91,594,2024-05-15,东北,54054
ORD1033,CUST140,玻璃雕刻,32,139,2024-04-30,华北,4448
ORD1031,CUST198,玻璃打磨,52,388,2024-08-05,华北,20176
ORD1045,CUST189,玻璃雕刻,31,542,2024-08-31,华南,16802
ORD1065,CUST186,玻璃雕刻,74,677,2024-04-11,东北,50098
ORD1000,CUST150,玻璃抛光,60,141,2024-09-13,华南,8460
ORD1077,CUST195,玻璃雕刻,45,974,2024-03-08,华东,43830
ORD1061,CUST142,玻璃雕刻,64,702,2024-05-25,华东,44928
ORD1058,CUST199,玻璃雕刻,88,602,2024-06-24,华东,52976
ORD1090,CUST123,玻璃切割,45,441,2024-05-17,西南,19845
ORD1097,CUST159,玻璃雕刻,91,240,2024-10-13,东北,21840
ORD1093,CUST196,玻璃雕刻,36,638,2024-05-14,东北,22968
ORD1079,CUST122,玻璃雕刻,85,331,2024-06-30,华东,28135
ORD1074,CUST170,玻璃抛光,18,577,2024-04-21,华南,10386
ORD1075,CUST180,玻璃抛光,68,262,2024-02-08,东北,17816
ORD1048,CUST100,玻璃切割,56,476,2024-06-01,华北,26656
ORD1065,CUST184,玻璃抛光,73,313,2024-08-02,华东,22849
ORD1093,CUST156,玻璃雕刻,21,795,2024-01-05,东北,16695
ORD1089,CUST178,玻璃打磨,55,516,2024-01-09,西南,28380
ORD1040,CUST146,玻璃抛光,43,624,2024-08-17,西南,26832
ORD1008,CUST190,玻璃打磨,16,788,2024-05-29,华北,12608
ORD1017,CUST116,玻璃打磨,57,612,2024-05-26,华北,34884
ORD1047,CUST141,玻璃抛光,61,781,2024-08-23,华东,47641
ORD1001,CUST174,玻璃雕刻,91,619,2024-05-21,西南,56329
ORD1053,CUST139,玻璃雕刻,72,115,2024-11-04,华北,8280
ORD1058,CUST143,玻璃切割,98,626,2024-10-16,西南,61348
ORD1048,CUST185,玻璃雕刻,5,900,2024-04-01,华南,4500
ORD1053,CUST138,玻璃切割,59,106,2024-11-30,华南,6254
ORD1018,CUST114,玻璃切割,16,838,2024-01-03,华东,13408
ORD1092,CUST129,玻璃打磨,90,189,2024-09-02,华南,17010
ORD1036,CUST114,玻璃雕刻,88,628,2024-04-05,华北,55264
ORD1083,CUST134,玻璃抛光,88,256,2024-02-28,西南,22528
ORD1013,CUST153,玻璃雕刻,49,241,2024-12-06,华北,11809
ORD1092,CUST129,玻璃雕刻,49,444,2024-06-05,华东,21756
ORD1005,CUST100,玻璃抛光,65,189,2024-01-01,西南,12285
ORD1092,CUST148,玻璃切割,61,140,2024-01-10,西南,8540
ORD1002,CUST123,玻璃雕刻,60,403,2024-06-29,西南,24180
ORD1091,CUST104,玻璃雕刻,73,981,2024-02-17,东北,71613
ORD1008,CUST130,玻璃打磨,93,203,2024-01-15,东北,18879
ORD1057,CUST104,玻璃雕刻,76,438,2024-07-31,华南,33288
ORD1059,CUST166,玻璃雕刻,43,872,2024-10-19,华北,37496
ORD1047,CUST101,玻璃切割,65,466,2024-12-04,华北,30290
ORD1036,CUST176,玻璃抛光,73,791,2024-05-22,东北,57743
ORD1089,CUST129,玻璃打磨,63,906,2024-03-31,东北,57078
ORD1069,CUST158,玻璃打磨,15,397,2024-10-10,华南,5955
ORD1024,CUST160,玻璃雕刻,59,794,2024-05-02,东北,46846
ORD1096,CUST182,玻璃雕刻,73,704,2024-12-09,西南,51392
ORD1055,CUST165,玻璃切割,69,631,2024-01-29,西南,43539
ORD1003,CUST175,玻璃雕刻,12,839,2024-03-14,华北,10068
ORD1001,CUST130,玻璃雕刻,59,704,2024-10-09,华东,41536
ORD1037,CUST169,玻璃打磨,3,158,2024-08-29,华北,474
ORD1016,CUST152,玻璃抛光,55,532,2024-06-02,华南,29260
ORD1074,CUST127,玻璃雕刻,5,108,2024-07-04,华南,540
ORD1052,CUST145,玻璃抛光,95,815,2024-09-20,东北,77425
ORD1097,CUST123,玻璃切割,96,119,2024-08-11,华南,11424
ORD1078,CUST168,玻璃切割,28,831,2024-03-04,华南,23268
ORD1099,CUST135,玻璃雕刻,69,523,2024-06-06,华北,36087
ORD1016,CUST176,玻璃切割,30,965,2024-07-24,东北,28950
ORD1038,CUST130,玻璃雕刻,77,618,2024-01-31,华北,47586
ORD1090,CUST165,玻璃雕刻,48,983,2024-05-03,华北,47184
ORD1001,CUST125,玻璃切割,23,444,2024-12-31,东北,10212
ORD1061,CUST168,玻璃切割,96,636,2024-08-23,华东,61056
ORD1084,CUST175,玻璃抛光,33,697,2024-09-16,东北,23001
ORD1027,CUST124,玻璃雕刻,32,224,2024-05-20,西南,7168
ORD1039,CUST164,玻璃雕刻,19,546,2024-02-20,西南,10374
ORD1021,CUST113,玻璃抛光,90,442,2024-04-01,华南,39780
ORD1085,CUST128,玻璃打磨,55,635,2024-07-20,西南,34925
ORD1093,CUST143,玻璃雕刻,93,584,2024-05-12,西南,54312
ORD1035,CUST100,玻璃打磨,56,937,2024-12-29,华南,52472
ORD1082,CUST124,玻璃打磨,95,847,2024-10-20,华东,80465
ORD1079,CUST184,玻璃抛光,25,928,2024-01-26,华东,23200
ORD1031,CUST133,玻璃打磨,18,398,2024-07-04,华北,7164
ORD1075,CUST192,玻璃雕刻,67,912,2024-02-07,华东,61104
ORD1045,CUST106,玻璃雕刻,90,936,2024-07-08,华南,84240
ORD1025,CUST110,玻璃切割,47,452,2024-06-23,华南,21244
ORD1042,CUST193,玻璃雕刻,15,220,2024-10-24,西南,3300
ORD1048,CUST158,玻璃抛光,71,331,2024-02-25,西南,23501
ORD1002,CUST140,玻璃雕刻,14,312,2024-01-14,华东,4368
ORD1071,CUST114,玻璃切割,7,974,2024-11-11,华北,6818
ORD1025,CUST180,玻璃切割,97,430,2024-10-08,华南,41710
ORD1020,CUST111,玻璃抛光,44,483,2024-01-19,西南,21252
ORD1058,CUST132,玻璃雕刻,78,265,2024-10-01,华东,20670
ORD1048,CUST162,玻璃切割,45,168,2024-05-06,西南,7560
ORD1068,CUST116,玻璃打磨,8,895,2024-07-28,华北,7160
ORD1011,CUST127,玻璃切割,76,373,2024-11-26,华东,28348
ORD1078,CUST196,玻璃雕刻,31,884,2024-03-24,华北,27404
ORD1059,CUST196,玻璃切割,43,185,2024-08-27,华北,7955
ORD1039,CUST107,玻璃切割,91,324,2024-11-09,华东,29484
ORD1096,CUST121,玻璃雕刻,51,503,2024-02-22,华北,25653
ORD1030,CUST165,玻璃雕刻,71,544,2024-01-08,华北,38624
ORD1040,CUST175,玻璃打磨,78,468,2024-12-31,华北,36504
ORD1084,CUST171,玻璃雕刻,100,762,2024-12-08,西南,76200
ORD1041,CUST118,玻璃切割,31,776,2024-01-14,华东,24056
ORD1021,CUST178,玻璃雕刻,40,235,2024-04-23,华东,9400
ORD1038,CUST122,玻璃抛光,59,964,2024-07-07,华东,56876
ORD1035,CUST159,玻璃打磨,35,202,2024-05-01,华北,7070
ORD1072,CUST108,玻璃打磨,79,981,2024-06-01,华南,77499
ORD1043,CUST191,玻璃雕刻,5,987,2024-04-04,华南,4935
ORD1097,CUST161,玻璃雕刻,100,782,2024-05-04,西南,78200
ORD1010,CUST197,玻璃抛光,91,520,2024-08-01,东北,47320
ORD1077,CUST158,玻璃抛光,49,621,2024-03-23,华北,30429
ORD1052,CUST144,玻璃打磨,93,226,2024-02-26,华南,21018
ORD1028,CUST159,玻璃打磨,59,696,2024-07-13,华北,41064
ORD1042,CUST146,玻璃雕刻,76,142,2024-06-25,华北,10792
ORD1067,CUST199,玻璃雕刻,24,899,2024-01-08,华南,21576
ORD1068,CUST159,玻璃雕刻,20,535,2024-04-14,东北,10700
ORD1066,CUST147,玻璃雕刻,17,329,2024-10-23,华南,5593
ORD1076,CUST160,玻璃打磨,68,827,2024-02-01,东北,56236
ORD1070,CUST185,玻璃抛光,14,304,2024-11-04,东北,4256
ORD1044,CUST192,玻璃抛光,86,306,2024-07-26,华东,26316
ORD1054,CUST182,玻璃抛光,76,204,2024-10-29,东北,15504
ORD1068,CUST114,玻璃抛光,70,443,2024-04-11,华北,31010
ORD1015,CUST121,玻璃打磨,16,346,2024-05-02,华东,5536
ORD1077,CUST156,玻璃抛光,35,504,2024-02-25,东北,17640
ORD1032,CUST191,玻璃雕刻,6,350,2024-05-05,华北,2100
ORD1011,CUST143,玻璃雕刻,35,137,2024-06-21,华东,4795
ORD1012,CUST179,玻璃抛光,71,213,2024-12-10,华东,15123
ORD1071,CUST124,玻璃抛光,79,787,2024-05-01,华北,62173
ORD1027,CUST170,玻璃抛光,57,182,2024-09-14,东北,10374
ORD1085,CUST151,玻璃切割,64,505,2024-04-30,华南,32320
ORD1074,CUST191,玻璃雕刻,63,227,2024-02-26,华南,14301
ORD1020,CUST173,玻璃抛光,37,136,2024-04-02,华北,5032
ORD1036,CUST165,玻璃雕刻,12,877,2024-09-26,华南,10524
ORD1008,CUST124,玻璃抛光,11,105,2024-04-27,华北,1155
ORD1090,CUST178,玻璃切割,7,266,2024-02-24,华南,1862
ORD1014,CUST121,玻璃打磨,36,628,2024-04-02,西南,22608
ORD1091,CUST155,玻璃打磨,29,976,2024-07-16,华东,28304
ORD1085,CUST146,玻璃抛光,40,701,2024-06-04,华北,28040
ORD1095,CUST159,玻璃切割,71,470,2024-08-04,华北,33370
ORD1092,CUST171,玻璃打磨,36,130,2024-11-27,西南,4680
ORD1018,CUST152,玻璃雕刻,81,848,2024-01-28,华南,68688
ORD1044,CUST126,玻璃雕刻,16,676,2024-11-25,华东,10816
ORD1077,CUST177,玻璃抛光,18,477,2024-04-15,华北,8586
ORD1078,CUST109,玻璃抛光,88,198,2024-02-12,华北,17424
ORD1054,CUST117,玻璃打磨,1,292,2024-07-14,华东,292
ORD1041,CUST171,玻璃雕刻,54,890,2024-08-23,华北,48060
ORD1060,CUST145,玻璃切割,23,798,2024-04-12,华北,18354
ORD1051,CUST129,玻璃雕刻,59,390,2024-07-10,东北,23010
ORD1049,CUST181,玻璃雕刻,60,541,2024-01-18,华东,32460
ORD1036,CUST178,玻璃雕刻,83,614,2024-07-10,华东,50962
ORD1007,CUST126,玻璃打磨,37,633,2024-07-22,华北,23421
ORD1086,CUST142,玻璃雕刻,100,245,2024-03-22,华南,24500
ORD1077,CUST114,玻璃雕刻,40,450,2024-06-14,西南,18000
ORD1078,CUST130,玻璃雕刻,96,846,2024-05-24,华南,81216
ORD1044,CUST121,玻璃切割,55,652,2024-01-14,东北,35860
ORD1054,CUST164,玻璃雕刻,13,183,2024-06-10,华南,2379
ORD1088,CUST132,玻璃雕刻,29,670,2024-11-15,华东,19430
ORD1024,CUST149,玻璃抛光,56,435,2024-10-04,华北,24360
ORD1080,CUST127,玻璃抛光,70,115,2024-11-29,东北,8050
ORD1023,CUST154,玻璃雕刻,24,409,2024-05-24,华东,9816
ORD1078,CUST133,玻璃抛光,91,293,2024-03-27,华东,26663
ORD1080,CUST195,玻璃抛光,94,490,2024-05-29,东北,46060
ORD1014,CUST111,玻璃雕刻,94,544,2024-03-14,华东,51136
ORD1028,CUST117,玻璃打磨,8,942,2024-01-26,西南,7536
ORD1042,CUST176,玻璃雕刻,60,329,2024-10-28,华北,19740
ORD1071,CUST168,玻璃打磨,99,794,2024-10-08,华南,78606
ORD1063,CUST173,玻璃雕刻,74,415,2024-05-20,华东,30710
ORD1064,CUST125,玻璃抛光,100,981,2024-07-14,西南,98100
ORD1054,CUST148,玻璃抛光,51,328,2024-11-12,东北,16728
ORD1014,CUST117,玻璃切割,58,188,2024-07-22,东北,10904
ORD1054,CUST185,玻璃打磨,77,545,2024-09-20,西南,41965
ORD1077,CUST180,玻璃抛光,35,107,2024-09-07,东北,3745
ORD1070,CUST148,玻璃切割,64,565,2024-12-20,华东,36160
ORD1008,CUST135,玻璃打磨,79,893,2024-03-01,东北,70547
ORD1080,CUST135,玻璃打磨,24,332,2024-11-05,华北,7968
ORD1077,CUST128,玻璃打磨,51,894,2024-10-27,华北,45594
ORD1027,CUST132,玻璃切割,20,737,2024-11-12,华北,14740
ORD1067,CUST138,玻璃雕刻,11,482,2024-08-15,西南,5302
ORD1084,CUST178,玻璃切割,44,672,2024-02-23,华南,29568
ORD1015,CUST109,玻璃切割,96,332,2024-11-04,华北,31872
ORD1016,CUST110,玻璃雕刻,76,291,2024-05-18,西南,22116
ORD1076,CUST187,玻璃打磨,35,696,2024-10-09,东北,24360
ORD1045,CUST198,玻璃雕刻,1,620,2024-01-11,华北,620
ORD1058,CUST102,玻璃雕刻,98,648,2024-06-11,华北,63504
ORD1024,CUST149,玻璃雕刻,92,740,2024-03-20,华南,68080
ORD1048,CUST170,玻璃抛光,14,103,2024-06-09,华北,1442
ORD1090,CUST188,玻璃雕刻,4,484,2024-06-18,华东,1936
ORD1066,CUST181,玻璃打磨,14,653,2024-12-18,华南,9142
ORD1084,CUST106,玻璃雕刻,19,601,2024-05-26,东北,11419
ORD1027,CUST163,玻璃雕刻,97,565,2024-08-19,华东,54805
ORD1037,CUST136,玻璃雕刻,78,511,2024-06-25,东北,39858
ORD1039,CUST177,玻璃切割,28,296,2024-07-23,华南,8288
ORD1011,CUST119,玻璃切割,97,686,2024-05-20,东北,66542
ORD1054,CUST151,玻璃打磨,98,609,2024-04-03,华北,59682
ORD1004,CUST158,玻璃打磨,91,339,2024-02-29,西南,30849
ORD1053,CUST122,玻璃雕刻,28,916,2024-06-24,西南,25648
ORD1027,CUST105,玻璃抛光,31,407,2024-12-09,华北,12617
ORD1025,CUST103,玻璃切割,95,582,2024-04-03,华南,55290
ORD1092,CUST137,玻璃切割,54,156,2024-08-10,华东,8424
ORD1063,CUST102,玻璃雕刻,20,831,2024-11-20,西南,16620
ORD1039,CUST112,玻璃切割,79,881,2024-02-21,华南,69599
ORD1014,CUST197,玻璃雕刻,100,725,2024-05-24,华东,72500
ORD1012,CUST186,玻璃雕刻,52,873,2024-10-06,华南,45396
ORD1056,CUST138,玻璃抛光,77,852,2024-02-13,东北,65604
ORD1092,CUST154,玻璃切割,83,328,2024-02-03,华北,27224
ORD1060,CUST182,玻璃打磨,5,990,2024-05-17,华北,4950
ORD1050,CUST124,玻璃抛光,11,810,2024-07-11,华南,8910
ORD1057,CUST127,玻璃打磨,18,796,2024-12-12,华北,14328
ORD1019,CUST129,玻璃雕刻,60,371,2024-08-02,华北,22260
ORD1089,CUST158,玻璃雕刻,96,141,2024-10-14,东北,13536
ORD1067,CUST152,玻璃切割,37,431,2024-07-17,西南,15947
ORD1074,CUST112,玻璃抛光,97,828,2024-09-01,东北,80316
ORD1027,CUST148,玻璃雕刻,69,997,2024-05-14,东北,68793
ORD1072,CUST130,玻璃打磨,47,492,2024-09-18,华东,23124
ORD1036,CUST126,玻璃抛光,61,150,2024-02-18,华北,9150
ORD1033,CUST166,玻璃抛光,53,746,2024-12-08,华东,39538
ORD1078,CUST141,玻璃抛光,64,491,2024-11-16,华南,31424
ORD1017,CUST194,玻璃打磨,66,902,2024-04-03,华东,59532
ORD1058,CUST191,玻璃雕刻,37,175,2024-03-20,华南,6475
ORD1036,CUST198,玻璃雕刻,63,481,2024-07-21,东北,30303
ORD1019,CUST141,玻璃雕刻,54,184,2024-06-10,华东,9936
ORD1055,CUST133,玻璃打磨,10,311,2024-09-18,西南,3110
ORD1088,CUST161,玻璃打磨,91,210,2024-09-30,华北,19110
ORD1008,CUST190,玻璃抛光,85,566,2024-10-25,西南,48110
ORD1023,CUST140,玻璃雕刻,80,905,2024-05-06,华南,72400
ORD1062,CUST125,玻璃雕刻,17,679,2024-05-21,东北,11543
ORD1035,CUST146,玻璃雕刻,15,164,2024-01-03,东北,2460
ORD1086,CUST174,玻璃打磨,26,919,2024-07-10,华北,23894
ORD1022,CUST108,玻璃雕刻,66,101,2024-05-15,东北,6666
ORD1060,CUST180,玻璃抛光,2,935,2024-12-03,华东,1870
ORD1007,CUST145,玻璃抛光,73,331,2024-09-10,西南,24163
ORD1008,CUST105,玻璃雕刻,5,208,2024-08-15,华东,1040
ORD1075,CUST153,玻璃雕刻,22,682,2024-05-29,华南,15004
ORD1078,CUST174,玻璃雕刻,72,420,2024-04-26,华东,30240
ORD1085,CUST134,玻璃切割,33,441,2024-04-01,华北,14553
ORD1099,CUST112,玻璃打磨,47,950,2024-07-14,西南,44650
ORD1092,CUST162,玻璃抛光,60,473,2024-06-30,华北,28380
ORD1008,CUST170,玻璃打磨,40,428,2024-08-02,华南,17120
ORD1019,CUST117,玻璃切割,44,720,2024-12-12,华北,31680
ORD1030,CUST165,玻璃打磨,43,471,2024-07-29,华东,20253
ORD1028,CUST130,玻璃雕刻,72,363,2024-11-20,华东,26136
ORD1005,CUST152,玻璃雕刻,70,475,2024-12-25,西南,33250
ORD1022,CUST186,玻璃雕刻,72,136,2024-04-15,华北,9792
ORD1039,CUST117,玻璃雕刻,98,892,2024-11-06,华南,87416
ORD1007,CUST120,玻璃打磨,98,888,2024-12-25,华东,87024
ORD1010,CUST114,玻璃雕刻,26,838,2024-09-04,华东,21788
ORD1097,CUST147,玻璃雕刻,82,784,2024-04-06,东北,64288
ORD1060,CUST128,玻璃抛光,13,254,2024-09-20,东北,3302
ORD1010,CUST169,玻璃切割,34,234,2024-06-18,华东,7956
ORD1038,CUST152,玻璃打磨,48,461,2024-01-01,华北,22128
ORD1070,CUST111,玻璃切割,52,266,2024-05-23,华东,13832
ORD1064,CUST152,玻璃雕刻,90,457,2024-04-23,华南,41130
ORD1079,CUST102,玻璃抛光,62,479,2024-02-25,华南,29698
ORD1046,CUST176,玻璃打磨,97,468,2024-10-20,华北,45396
ORD1024,CUST137,玻璃抛光,59,293,2024-06-18,华南,17287
ORD1005,CUST115,玻璃打磨,34,425,2024-03-23,华东,14450
ORD1080,CUST142,玻璃抛光,68,274,2024-01-27,华南,18632
ORD1011,CUST199,玻璃雕刻,3,304,2024-08-11,华东,912
ORD1049,CUST136,玻璃打磨,96,282,2024-11-18,东北,27072
ORD1082,CUST161,玻璃雕刻,43,236,2024-08-22,华北,10148
ORD1087,CUST192,玻璃打磨,87,981,2024-06-07,华东,85347
ORD1078,CUST147,玻璃打磨,32,186,2024-06-10,西南,5952
ORD1004,CUST174,玻璃抛光,80,508,2024-12-20,华东,40640
ORD1026,CUST134,玻璃雕刻,27,904,2024-04-30,华北,24408
ORD1040,CUST198,玻璃雕刻,9,947,2024-11-10,华北,8523
ORD1057,CUST183,玻璃打磨,93,353,2024-06-18,西南,32829
ORD1016,CUST106,玻璃雕刻,77,106,2024-08-20,西南,8162
ORD1033,CUST160,玻璃切割,44,298,2024-03-25,华南,13112
ORD1076,CUST178,玻璃打磨,23,572,2024-08-30,华南,13156
ORD1072,CUST159,玻璃打磨,85,717,2024-03-19,华北,60945
ORD1069,CUST130,玻璃雕刻,2,257,2024-12-15,华东,514
ORD1032,CUST162,玻璃切割,87,366,2024-01-02,西南,31842
ORD1065,CUST183,玻璃雕刻,53,705,2024-09-12,西南,37365
ORD1082,CUST130,玻璃雕刻,50,586,2024-03-27,华南,29300
ORD1030,CUST133,玻璃切割,72,497,2024-04-29,西南,35784
ORD1083,CUST141,玻璃抛光,38,336,2024-09-26,西南,12768
ORD1014,CUST154,玻璃切割,44,900,2024-08-27,华东,39600
ORD1098,CUST178,玻璃切割,23,189,2024-12-28,华东,4347
ORD1031,CUST135,玻璃抛光,99,550,2024-03-18,华北,54450
ORD1089,CUST190,玻璃雕刻,67,945,2024-12-20,华南,63315
ORD1050,CUST136,玻璃雕刻,64,310,2024-06-19,华东,19840
ORD1051,CUST107,玻璃雕刻,45,827,2024-03-03,华东,37215
ORD1090,CUST122,玻璃打磨,91,925,2024-11-11,华北,84175
ORD1077,CUST102,玻璃雕刻,13,847,2024-02-21,华南,11011
ORD1090,CUST109,玻璃切割,96,528,2024-10-07,东北,50688
ORD1080,CUST161,玻璃雕刻,69,900,2024-01-14,华北,62100
